id,org,locale,support,error,java,version,failed,test,sqlstate,delete,found,rows,derby,server,junit,alpha,user,file,security,source,unknown,trigger,log,denied,statement,access,tests,new,table,c,class,using,connection,permission,read,create,call,logtofile,database,select,row,exception,files,set,mode,check,code,socket,com,thread,run,securitymanager,message,fail,information,revoke_select_trig,sun,following,db,name,filepermission,column,wshome,encrypted,manager,encryption,end,key,need,port,jhome,opening,localhost,ant,authentication,drop,sql,method,revoke,running,jdbc,problem,needs,fileoutputstream,contains,used,network,fails,connect,granted,current,jar,execute,like,assert,would,client,begin,transaction,basicdaemon,buglabel
1045.txt,0,0,0,14,6,0,1,2,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,11,0,0,0,0,9,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0
1046.txt,4,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0
1052.txt,14,0,0,4,19,0,0,5,2,0,0,0,14,4,0,0,0,0,4,7,0,0,0,0,0,0,2,1,0,131,0,0,22,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,1,0,0,0,3,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,0,0,0,10,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,21,0,0,0,0
1062.txt,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,7,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1064.txt,0,0,0,0,0,0,0,0,0,28,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,39,49,0,0,0,0,0,8,0,0,0,15,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072.txt,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1089.txt,19,0,0,1,3,2,1,4,0,12,1,3,25,0,0,0,0,0,0,51,19,0,1,0,8,0,0,0,6,138,2,0,1,0,2,3,0,0,5,5,13,3,0,2,0,0,0,0,9,2,0,0,0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,10,0,0,0,3,2,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0
1091.txt,3,0,0,0,0,0,0,7,0,0,1,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,8,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1101.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,1,0,0,0,1,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107.txt,0,0,0,0,0,9,0,0,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,83,0,0,3,0,0,2,8,0,12,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,3,0,2,6,2,0,0,0,0,0,0,4,0,2,0,2,0,0,1,1,0,0,0,0
1113.txt,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1127.txt,12,0,0,2,26,0,1,9,0,0,1,0,16,1,0,0,0,0,0,1,1,0,1,0,26,0,5,2,0,121,0,0,0,0,12,1,19,0,4,0,0,2,0,10,0,0,0,0,4,8,0,0,4,3,0,0,0,0,1,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,18,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,11,0,0,0,12,17,0,0,0
1128.txt,4,0,0,0,6,0,1,7,4,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,9,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0
1132.txt,0,0,1,12,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,52,0,2,0,0,0,1,0,0,1,4,0,0,0,4,1,0,1,0,1,0,3,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0
1144.txt,0,0,0,0,0,0,0,5,0,0,2,1,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,61,0,0,15,0,0,0,0,0,0,0,1,1,0,9,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,2,0,0,0,0
1152.txt,0,0,0,2,6,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,3,1,0,0,19,9,0,0,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1154.txt,0,0,0,0,3,0,0,4,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,28,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1155.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,49,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0
1157.txt,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1159.txt,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,34,0,0,0,0,0,0,1,0,0,0,3,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0
117.txt,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1187.txt,5,0,0,0,0,0,0,0,0,17,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,126,0,0,0,0,0,2,2,0,0,27,17,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190.txt,0,0,0,0,2,2,0,5,0,0,1,0,19,9,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,60,2,1,9,0,4,2,0,0,5,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,12,0,2,4,0,0,0,0,1,0,0,0,0
1203.txt,2,0,0,0,0,2,0,3,0,0,0,0,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1216.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219.txt,1,0,0,0,7,0,0,11,0,0,0,0,3,3,0,0,0,2,0,6,0,0,0,0,0,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0
122.txt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.txt,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,3,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1230.txt,0,0,0,1,3,0,0,9,0,1,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1231.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1235.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1248.txt,3,0,0,5,2,0,6,24,0,1,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,62,0,0,5,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,9,0,3,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0
1252.txt,0,0,0,0,0,1,0,0,0,2,1,0,3,7,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,40,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
1254.txt,0,0,0,1,2,0,0,3,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,50,0,3,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,16,0,0,0,0,0,0,0,1,0,0,0,0
1255.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0
1266.txt,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,15,0,0,0,0,1,0,0,0,0,0,12,2,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
127.txt,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,13,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274.txt,2,0,0,0,2,0,0,0,0,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276.txt,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,17,0,0,0,0,0,0,1,0,0,0,9,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
128.txt,32,0,0,4,36,0,2,9,0,0,0,2,36,7,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,177,0,0,13,0,46,10,0,0,11,0,2,11,0,0,0,0,1,0,1,46,5,0,1,2,0,0,0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,6,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0
129.txt,1,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,48,0,1,0,0,0,1,0,0,0,2,5,2,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1290.txt,0,0,0,0,4,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1308.txt,0,0,0,1,2,0,1,14,0,0,5,0,10,0,6,0,0,1,0,2,0,0,0,0,0,0,2,0,0,27,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,1,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1313.txt,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1314.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0
132.txt,1,0,0,0,0,0,0,0,0,4,0,5,2,0,0,0,1,13,0,1,0,0,0,0,0,2,0,5,12,89,0,2,0,0,1,1,3,0,0,0,8,0,2,1,0,0,0,0,9,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,2,0,0,2,0,0
1320.txt,0,9,0,0,15,3,2,9,0,0,0,0,29,0,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,143,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,5,2,0,0,0,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,46,0,0,0,0,2,0,0,0,0
1322.txt,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
1324.txt,11,0,0,0,22,0,0,0,0,0,0,0,14,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,66,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,4,0,2,0,1,0,0,0,0,0,0,0,5,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
1325.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,4,0,0
1327.txt,1,0,0,2,6,1,0,6,0,0,0,6,4,0,0,1,0,0,0,0,0,0,4,0,9,0,0,1,67,290,2,1,4,0,1,27,0,0,4,3,6,10,0,4,0,11,0,0,11,0,1,0,0,0,0,0,0,1,3,15,0,32,0,0,2,0,0,0,0,5,0,0,0,1,0,7,14,0,0,0,3,8,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,1,0,0
1339.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1351.txt,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
1355.txt,8,11,9,1,19,12,0,18,1,0,9,3,14,0,0,0,3,1,0,3,0,0,0,0,7,0,0,3,1,148,5,0,7,0,0,3,0,0,2,1,3,5,1,12,0,0,2,0,0,0,0,0,1,0,3,0,1,1,11,6,0,3,0,0,3,0,1,1,0,17,0,0,2,0,0,0,15,0,0,0,10,1,0,0,0,0,0,0,7,0,1,8,3,0,0,0,13,0,0,0,0
1362.txt,0,10,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
1367.txt,1,0,0,1,3,0,2,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,3,0,4,1,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,1,5,0,0,0,0
1376.txt,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1380.txt,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
1386.txt,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,49,0,1,0,0,0,1,0,0,0,4,6,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
1416.txt,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436.txt,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1444.txt,0,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458.txt,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
